"soil_salinity","soil_pH","water_temperature","water_salinity","soil_nutrient","salt_tolerant_rice","Shrimp_stockiing_density","water_color_management","rice_color","probability_of_rice_faliure","probability_of_shrimp_faliure"
"2","2","1","2","2","1","3","1","4","0.734372","0.78673"
"2","2","1","2","2","1","3","2","4","0.734372","0.795756"
"2","2","1","2","2","2","1","1","1","0.317113","0.257935"
"2","2","1","2","2","2","1","2","1","0.317113","0.28917"
"2","2","1","2","2","2","1","1","2","0.407257","0.257935"
"2","2","1","2","2","2","1","2","2","0.407257","0.28917"
"2","2","1","2","2","2","1","1","3","0.935581","0.257935"
"2","2","1","2","2","2","1","2","3","0.935581","0.28917"
"2","2","1","2","2","2","1","1","4","0.896925","0.257935"
"2","2","1","2","2","2","1","2","4","0.896925","0.28917"
"2","2","1","2","2","2","2","1","1","0.259509","0.285914"
"2","2","1","2","2","2","2","2","1","0.259509","0.310109"
"2","2","1","2","2","2","2","1","2","0.357257","0.285914"
"2","2","1","2","2","2","2","2","2","0.357257","0.310109"
"2","2","1","2","2","2","2","1","3","0.930147","0.285914"
"2","2","1","2","2","2","2","2","3","0.930147","0.310109"
"2","2","1","2","2","2","2","1","4","0.888231","0.285914"
"2","2","1","2","2","2","2","2","4","0.888231","0.310109"
"2","2","1","2","2","2","3","1","1","0.120084","0.78673"
"2","2","1","2","2","2","3","2","1","0.120084","0.795756"
"2","2","1","2","2","2","3","1","2","0.236238","0.78673"
"2","2","1","2","2","2","3","2","2","0.236238","0.795756"
"2","2","1","2","2","2","3","1","3","0.916994","0.78673"
"2","2","1","2","2","2","3","2","3","0.916994","0.795756"
"2","2","1","2","2","2","3","1","4","0.867186","0.78673"
"2","2","1","2","2","2","3","2","4","0.867186","0.795756"
"2","2","1","3","1","1","1","1","1","0.0512558","0.332686"
"2","2","1","3","1","1","1","2","1","0.0512558","0.233836"
"2","2","1","3","1","1","1","1","2","0.0567757","0.332686"
"2","2","1","3","1","1","1","2","2","0.0567757","0.233836"
"2","2","1","3","1","1","1","1","3","0.264777","0.332686"
"2","2","1","3","1","1","1","2","3","0.264777","0.233836"
"2","2","1","3","1","1","1","1","4","0.352161","0.332686"
"2","2","1","3","1","1","1","2","4","0.352161","0.233836"
"2","2","1","3","1","1","2","1","1","0.0276789","0.324517"
"2","2","1","3","1","1","2","2","1","0.0276789","0.228707"
"2","2","1","3","1","1","2","1","2","0.0306597","0.324517"
"2","2","1","3","1","1","2","2","2","0.0306597","0.228707"
"2","2","1","3","1","1","2","1","3","0.271065","0.324517"
"2","2","1","3","1","1","2","2","3","0.271065","0.228707"
"2","2","1","3","1","1","2","1","4","0.364252","0.324517"
"2","2","1","3","1","1","2","2","4","0.364252","0.228707"
"2","2","1","3","1","1","3","1","1","0.000504033","0.766339"
"2","2","1","3","1","1","3","2","1","0.000504032","0.709332"
"2","2","1","3","1","1","3","1","2","0.000558313","0.766339"
"2","2","1","3","1","1","3","2","2","0.000558313","0.709332"
"2","2","1","3","1","1","3","1","3","0.266309","0.766339"
"2","2","1","3","1","1","3","2","3","0.266309","0.709332"
"2","2","1","3","1","1","3","1","4","0.366185","0.766339"
"2","2","1","3","1","1","3","2","4","0.366185","0.709332"
"2","2","1","3","1","2","1","1","1","0.015771","0.332686"
"2","2","1","3","1","2","1","2","1","0.015771","0.233836"
"2","2","1","3","1","2","1","1","2","0.0389024","0.332686"
"2","2","1","3","1","2","1","2","2","0.0389024","0.233836"
"2","2","1","3","1","2","1","1","3","0.286389","0.332686"
"2","2","1","3","1","2","1","2","3","0.286389","0.233836"
"2","2","1","3","1","2","1","1","4","0.397779","0.332686"
"2","2","1","3","1","2","1","2","4","0.397779","0.233836"
"2","2","1","3","1","2","2","1","1","0.00851658","0.324517"
"2","2","1","3","1","2","2","2","1","0.00851658","0.228707"
"2","2","1","3","1","2","2","1","2","0.0210079","0.324517"
"2","2","1","3","1","2","2","2","2","0.0210079","0.228707"
"2","2","1","3","1","2","2","1","3","0.250235","0.324517"
"2","2","1","3","1","2","2","2","3","0.250235","0.228707"
"2","2","1","3","1","2","2","1","4","0.352312","0.324517"
"2","2","1","3","1","2","2","2","4","0.352312","0.228707"
"2","2","1","3","1","2","3","1","1","0.000155087","0.766339"
"2","2","1","3","1","2","3","2","1","0.000155087","0.709332"
"2","2","1","3","1","2","3","1","2","0.000382553","0.766339"
"2","2","1","3","1","2","3","2","2","0.000382553","0.709332"
"2","2","1","3","1","2","3","1","3","0.217565","0.766339"
"2","2","1","3","1","2","3","2","3","0.217565","0.709332"
"2","2","1","3","1","2","3","1","4","0.317912","0.766339"
"2","2","1","3","1","2","3","2","4","0.317912","0.709332"
"2","2","1","3","2","1","1","1","1","0.0921744","0.320751"
"2","2","1","3","2","1","1","2","1","0.0921744","0.232519"
"2","2","1","3","2","1","1","1","2","0.102101","0.320751"
"2","2","1","3","2","1","1","2","2","0.102101","0.232519"
"2","2","1","3","2","1","1","1","3","0.242284","0.320751"
"2","2","1","3","2","1","1","2","3","0.242284","0.232519"
"2","2","1","3","2","1","1","1","4","0.319595","0.320751"
"2","2","1","3","2","1","1","2","4","0.319595","0.232519"
"2","2","1","3","2","1","2","1","1","0.0656812","0.332684"
"2","2","1","3","2","1","2","2","1","0.0656811","0.245937"
"2","2","1","3","2","1","2","1","2","0.0727545","0.332684"
"2","2","1","3","2","1","2","2","2","0.0727545","0.245937"
"2","2","1","3","2","1","2","1","3","0.220545","0.332684"
"2","2","1","3","2","1","2","2","3","0.220545","0.245937"
"2","2","1","3","2","1","2","1","4","0.304377","0.332684"
"2","2","1","3","2","1","2","2","4","0.304377","0.245937"
"2","2","1","3","2","1","3","1","1","0.00155651","0.766007"
"2","2","1","3","2","1","3","2","1","0.00155651","0.709137"
"2","2","1","3","2","1","3","1","2","0.00172414","0.766007"
"2","2","1","3","2","1","3","2","2","0.00172414","0.709137"
"2","2","1","3","2","1","3","1","3","0.167927","0.766007"
"2","2","1","3","2","1","3","2","3","0.167927","0.709137"
"2","2","1","3","2","1","3","1","4","0.267544","0.766007"
"2","2","1","3","2","1","3","2","4","0.267544","0.709137"
"2","2","1","3","2","2","1","1","1","0.0283613","0.320751"
"2","2","1","3","2","2","1","2","1","0.0283613","0.232519"
"2","2","1","3","2","2","1","1","2","0.0699589","0.320751"
"2","2","1","3","2","2","1","2","2","0.0699589","0.232519"
"2","2","1","3","2","2","1","1","3","0.357822","0.320751"
"2","2","1","3","2","2","1","2","3","0.357822","0.232519"
"2","2","1","3","2","2","1","1","4","0.49406","0.320751"
"2","2","1","3","2","2","1","2","4","0.49406","0.232519"
"2","2","1","3","2","2","2","1","1","0.0202096","0.332684"
"2","2","1","3","2","2","2","2","1","0.0202096","0.245937"
"2","2","1","3","2","2","2","1","2","0.049851","0.332684"
"2","2","1","3","2","2","2","2","2","0.049851","0.245937"
"2","2","1","3","2","2","2","1","3","0.338799","0.332684"
"2","2","1","3","2","2","2","2","3","0.338799","0.245937"
"2","2","1","3","2","2","2","1","4","0.486178","0.332684"
"2","2","1","3","2","2","2","2","4","0.486178","0.245937"
"2","2","1","3","2","2","3","1","1","0.000478927","0.766007"
"2","2","1","3","2","2","3","2","1","0.000478927","0.709137"
"2","2","1","3","2","2","3","1","2","0.00118137","0.766007"
"2","2","1","3","2","2","3","2","2","0.00118137","0.709137"
"2","2","1","3","2","2","3","1","3","0.292755","0.766007"
"2","2","1","3","2","2","3","2","3","0.292755","0.709137"
"2","2","1","3","2","2","3","1","4","0.467101","0.766007"
"2","2","1","3","2","2","3","2","4","0.467101","0.709137"
"2","2","2","1","1","1","1","1","1","0.925088","0.221385"
"2","2","2","1","1","1","1","2","1","0.925088","0.298665"
"2","2","2","1","1","1","1","1","2","0.930607","0.221385"
"2","2","2","1","1","1","1","2","2","0.930607","0.298665"
"2","2","2","1","1","1","1","1","3","0.936916","0.221385"
"2","2","2","1","1","1","1","2","3","0.936916","0.298665"
"2","2","2","1","1","1","1","1","4","0.936916","0.221385"
"2","2","2","1","1","1","1","2","4","0.936916","0.298665"
"2","2","2","1","1","1","2","1","1","0.959546","0.350365"
"2","2","2","1","1","1","2","2","1","0.959546","0.424404"
"2","2","2","1","1","1","2","1","2","0.962527","0.350365"
"2","2","2","1","1","1","2","2","2","0.962527","0.424404"
"2","2","2","1","1","1","2","1","3","0.965934","0.350365"
"2","2","2","1","1","1","2","2","3","0.965934","0.424404"
"2","2","2","1","1","1","2","1","4","0.965934","0.350365"
"2","2","2","1","1","1","2","2","4","0.965934","0.424404"
"2","2","2","1","1","1","3","1","1","0.999263","0.346573"
"2","2","2","1","1","1","3","2","1","0.999263","0.426326"
"2","2","2","1","1","1","3","1","2","0.999318","0.346573"
"2","2","2","1","1","1","3","2","2","0.999318","0.426326"
"2","2","2","1","1","1","3","1","3","0.99938","0.346573"
"2","2","2","1","1","1","3","2","3","0.99938","0.426326"
"2","2","2","1","1","1","3","1","4","0.99938","0.346573"
"2","2","2","1","1","1","3","2","4","0.99938","0.426326"
"2","2","2","1","1","2","1","1","1","0.889603","0.221385"
"2","2","2","1","1","2","1","2","1","0.889603","0.298665"
"2","2","2","1","1","2","1","1","2","0.912734","0.221385"
"2","2","2","1","1","2","1","2","2","0.912734","0.298665"
"2","2","2","1","1","2","1","1","3","0.94743","0.221385"
"2","2","2","1","1","2","1","2","3","0.94743","0.298665"
"2","2","2","1","1","2","1","1","4","0.947956","0.221385"
"2","2","2","1","1","2","1","2","4","0.947956","0.298665"
"2","2","2","1","1","2","2","1","1","0.940384","0.350365"
"2","2","2","1","1","2","2","2","1","0.940384","0.424404"
"2","2","2","1","1","2","2","1","2","0.952875","0.350365"
"2","2","2","1","1","2","2","2","2","0.952875","0.424404"
"2","2","2","1","1","2","2","1","3","0.971612","0.350365"
"2","2","2","1","1","2","2","2","3","0.971612","0.424404"
"2","2","2","1","1","2","2","1","4","0.971895","0.350365"
"2","2","2","1","1","2","2","2","4","0.971895","0.424404"
"2","2","2","1","1","2","3","1","1","0.998914","0.346573"
"2","2","2","1","1","2","3","2","1","0.998914","0.426326"
"2","2","2","1","1","2","3","1","2","0.999142","0.346573"
"2","2","2","1","1","2","3","2","2","0.999142","0.426326"
"2","2","2","1","1","2","3","1","3","0.999483","0.346573"
"2","2","2","1","1","2","3","2","3","0.999483","0.426326"
"2","2","2","1","1","2","3","1","4","0.999488","0.346573"
"2","2","2","1","1","2","3","2","4","0.999488","0.426326"
"2","2","2","1","2","1","1","1","1","0.865284","0.222464"
"2","2","2","1","2","1","1","2","1","0.865284","0.29006"
"2","2","2","1","2","1","1","1","2","0.87521","0.222464"
"2","2","2","1","2","1","1","2","2","0.87521","0.29006"
"2","2","2","1","2","1","1","1","3","0.886555","0.222464"
"2","2","2","1","2","1","1","2","3","0.886555","0.29006"
"2","2","2","1","2","1","1","1","4","0.886555","0.222464"
"2","2","2","1","2","1","1","2","4","0.886555","0.29006"
"2","2","2","1","2","1","2","1","1","0.904005","0.35607"
"2","2","2","1","2","1","2","2","1","0.904005","0.422122"
"2","2","2","1","2","1","2","1","2","0.911078","0.35607"
"2","2","2","1","2","1","2","2","2","0.911078","0.422122"
"2","2","2","1","2","1","2","1","3","0.919162","0.35607"
"2","2","2","1","2","1","2","2","3","0.919162","0.422122"
"2","2","2","1","2","1","2","1","4","0.919162","0.35607"
"2","2","2","1","2","1","2","2","4","0.919162","0.422122"
"2","2","2","1","2","1","3","1","1","0.997725","0.347333"
"2","2","2","1","2","1","3","2","1","0.997725","0.426867"
"2","2","2","1","2","1","3","1","2","0.997893","0.347333"
"2","2","2","1","2","1","3","2","2","0.997893","0.426867"
"2","2","2","1","2","1","3","1","3","0.998084","0.347333"
"2","2","2","1","2","1","3","2","3","0.998084","0.426867"
"2","2","2","1","2","1","3","1","4","0.998084","0.347333"
"2","2","2","1","2","1","3","2","4","0.998084","0.426867"
"2","2","2","1","2","2","1","1","1","0.801471","0.222464"
"2","2","2","1","2","2","1","2","1","0.801471","0.29006"
"2","2","2","1","2","2","1","1","2","0.843068","0.222464"
"2","2","2","1","2","2","1","2","2","0.843068","0.29006"
"2","2","2","1","2","2","1","1","3","0.905463","0.222464"
"2","2","2","1","2","2","1","2","3","0.905463","0.29006"
"2","2","2","1","2","2","1","1","4","0.906408","0.222464"
"2","2","2","1","2","2","1","2","4","0.906408","0.29006"
"2","2","2","1","2","2","2","1","1","0.858533","0.35607"
"2","2","2","1","2","2","2","2","1","0.858533","0.422122"
"2","2","2","1","2","2","2","1","2","0.888174","0.35607"
"2","2","2","1","2","2","2","2","2","0.888174","0.422122"
"2","2","2","1","2","2","2","1","3","0.932635","0.35607"
"2","2","2","1","2","2","2","2","3","0.932635","0.422122"
"2","2","2","1","2","2","2","1","4","0.933308","0.35607"
"2","2","2","1","2","2","2","2","4","0.933308","0.422122"
"2","2","2","1","2","2","3","1","1","0.996648","0.347333"
"2","2","2","1","2","2","3","2","1","0.996648","0.426867"
"2","2","2","1","2","2","3","1","2","0.99735","0.347333"
"2","2","2","1","2","2","3","2","2","0.99735","0.426867"
"2","2","2","1","2","2","3","1","3","0.998404","0.347333"
"2","2","2","1","2","2","3","2","3","0.998404","0.426867"
"2","2","2","1","2","2","3","1","4","0.99842","0.347333"
"2","2","2","1","2","2","3","2","4","0.99842","0.426867"
"2","2","2","2","1","1","1","1","1","0.248215","0.289749"
"2","2","2","2","1","1","1","2","1","0.248215","0.270907"
"2","2","2","2","1","1","1","1","2","0.303041","0.289749"
"2","2","2","2","1","1","1","2","2","0.303041","0.270907"
"2","2","2","2","1","1","1","1","3","0.686135","0.289749"
"2","2","2","2","1","1","1","2","3","0.686135","0.270907"
"2","2","2","2","1","1","1","1","4","0.666041","0.289749"
"2","2","2","2","1","1","1","2","4","0.666041","0.270907"
"2","2","2","2","1","1","2","1","1","0.168426","0.301542"
"2","2","2","2","1","1","2","2","1","0.168426","0.262718"
"2","2","2","2","1","1","2","1","2","0.21348","0.301542"
"2","2","2","2","1","1","2","2","2","0.21348","0.262718"
"2","2","2","2","1","1","2","1","3","0.599546","0.301542"
"2","2","2","2","1","1","2","2","3","0.599546","0.262718"
"2","2","2","2","1","1","2","1","4","0.604413","0.301542"
"2","2","2","2","1","1","2","2","4","0.604413","0.262718"
"2","2","2","2","1","1","3","1","1","0.0928183","0.775359"
"2","2","2","2","1","1","3","2","1","0.0928183","0.744999"
"2","2","2","2","1","1","3","1","2","0.133957","0.775359"
"2","2","2","2","1","1","3","2","2","0.133957","0.744999"
"2","2","2","2","1","1","3","1","3","0.53576","0.775359"
"2","2","2","2","1","1","3","2","3","0.53576","0.744999"
"2","2","2","2","1","1","3","1","4","0.554991","0.775359"
"2","2","2","2","1","1","3","2","4","0.554991","0.744999"
"2","2","2","2","1","2","1","1","1","0.188881","0.289749"
"2","2","2","2","1","2","1","2","1","0.188881","0.270907"
"2","2","2","2","1","2","1","1","2","0.25154","0.289749"
"2","2","2","2","1","2","1","2","2","0.25154","0.270907"
"2","2","2","2","1","2","1","1","3","0.674843","0.289749"
"2","2","2","2","1","2","1","2","3","0.674843","0.270907"
"2","2","2","2","1","2","1","1","4","0.664796","0.289749"
"2","2","2","2","1","2","1","2","4","0.664796","0.270907"
"2","2","2","2","1","2","2","1","1","0.119667","0.301542"
"2","2","2","2","1","2","2","2","1","0.119667","0.262718"
"2","2","2","2","1","2","2","1","2","0.171158","0.301542"
"2","2","2","2","1","2","2","2","2","0.171158","0.262718"
"2","2","2","2","1","2","2","1","3","0.55464","0.301542"
"2","2","2","2","1","2","2","2","3","0.55464","0.262718"
"2","2","2","2","1","2","2","1","4","0.557073","0.301542"
"2","2","2","2","1","2","2","2","4","0.557073","0.262718"
"2","2","2","2","1","2","3","1","1","0.0482971","0.775359"
"2","2","2","2","1","2","3","2","1","0.0482972","0.744999"
"2","2","2","2","1","2","3","1","2","0.0953133","0.775359"
"2","2","2","2","1","2","3","2","2","0.0953133","0.744999"
"2","2","2","2","1","2","3","1","3","0.470113","0.775359"
"2","2","2","2","1","2","3","2","3","0.470113","0.744999"
"2","2","2","2","1","2","3","1","4","0.479729","0.775359"
"2","2","2","2","1","2","3","2","4","0.479729","0.744999"
"2","2","2","2","2","1","1","1","1","0.402474","0.257805"
"2","2","2","2","2","1","1","2","1","0.402474","0.28904"
"2","2","2","2","2","1","1","1","2","0.48135","0.257805"
"2","2","2","2","2","1","1","2","2","0.48135","0.28904"
"2","2","2","2","2","1","1","1","3","0.871161","0.257805"
"2","2","2","2","2","1","1","2","3","0.871161","0.28904"
"2","2","2","2","2","1","1","1","4","0.79385","0.257805"
"2","2","2","2","2","1","1","2","4","0.79385","0.28904"
"2","2","2","2","2","1","2","1","1","0.35207","0.285791"
"2","2","2","2","2","1","2","2","1","0.35207","0.309986"
"2","2","2","2","2","1","2","1","2","0.4376","0.285791"
"2","2","2","2","2","1","2","2","2","0.4376","0.309986"
"2","2","2","2","2","1","2","1","3","0.860293","0.285791"
"2","2","2","2","2","1","2","2","3","0.860293","0.309986"
"2","2","2","2","2","1","2","1","4","0.776461","0.285791"
"2","2","2","2","2","1","2","2","4","0.776461","0.309986"
"2","2","2","2","2","1","3","1","1","0.230074","0.78665"
"2","2","2","2","2","1","3","2","1","0.230074","0.795676"
"2","2","2","2","2","1","3","1","2","0.331708","0.78665"
"2","2","2","2","2","1","3","2","2","0.331708","0.795676"
"2","2","2","2","2","1","3","1","3","0.833988","0.78665"
"2","2","2","2","2","1","3","2","3","0.833988","0.795676"
"2","2","2","2","2","1","3","1","4","0.734372","0.78665"
"2","2","2","2","2","1","3","2","4","0.734372","0.795676"
"2","2","2","2","2","2","1","1","1","0.317113","0.257805"
"2","2","2","2","2","2","1","2","1","0.317113","0.28904"
"2","2","2","2","2","2","1","1","2","0.407257","0.257805"
"2","2","2","2","2","2","1","2","2","0.407257","0.28904"
"2","2","2","2","2","2","1","1","3","0.935581","0.257805"
"2","2","2","2","2","2","1","2","3","0.935581","0.28904"
"2","2","2","2","2","2","1","1","4","0.896925","0.257805"
"2","2","2","2","2","2","1","2","4","0.896925","0.28904"
"2","2","2","2","2","2","2","1","1","0.259509","0.285791"
"2","2","2","2","2","2","2","2","1","0.259509","0.309986"
"2","2","2","2","2","2","2","1","2","0.357257","0.285791"
"2","2","2","2","2","2","2","2","2","0.357257","0.309986"
"2","2","2","2","2","2","2","1","3","0.930147","0.285791"
"2","2","2","2","2","2","2","2","3","0.930147","0.309986"
"2","2","2","2","2","2","2","1","4","0.888231","0.285791"
"2","2","2","2","2","2","2","2","4","0.888231","0.309986"
"2","2","2","2","2","2","3","1","1","0.120084","0.78665"
"2","2","2","2","2","2","3","2","1","0.120084","0.795676"
"2","2","2","2","2","2","3","1","2","0.236238","0.78665"
"2","2","2","2","2","2","3","2","2","0.236238","0.795676"
"2","2","2","2","2","2","3","1","3","0.916994","0.78665"
"2","2","2","2","2","2","3","2","3","0.916994","0.795676"
"2","2","2","2","2","2","3","1","4","0.867186","0.78665"
"2","2","2","2","2","2","3","2","4","0.867186","0.795676"
"2","2","2","3","1","1","1","1","1","0.0512558","0.331861"
"2","2","2","3","1","1","1","2","1","0.0512558","0.233011"
"2","2","2","3","1","1","1","1","2","0.0567757","0.331861"
"2","2","2","3","1","1","1","2","2","0.0567757","0.233011"
"2","2","2","3","1","1","1","1","3","0.264777","0.331861"
"2","2","2","3","1","1","1","2","3","0.264777","0.233011"
"2","2","2","3","1","1","1","1","4","0.35216","0.331861"
"2","2","2","3","1","1","1","2","4","0.35216","0.233011"
"2","2","2","3","1","1","2","1","1","0.0276789","0.323757"
"2","2","2","3","1","1","2","2","1","0.0276789","0.227948"
"2","2","2","3","1","1","2","1","2","0.0306597","0.323757"
"2","2","2","3","1","1","2","2","2","0.0306597","0.227948"
"2","2","2","3","1","1","2","1","3","0.271065","0.323757"
"2","2","2","3","1","1","2","2","3","0.271065","0.227948"
"2","2","2","3","1","1","2","1","4","0.364252","0.323757"
"2","2","2","3","1","1","2","2","4","0.364252","0.227948"
"2","2","2","3","1","1","3","1","1","0.000504032","0.765827"
"2","2","2","3","1","1","3","2","1","0.000504032","0.708821"
"2","2","2","3","1","1","3","1","2","0.000558313","0.765827"
"2","2","2","3","1","1","3","2","2","0.000558313","0.708821"
"2","2","2","3","1","1","3","1","3","0.266309","0.765827"
"2","2","2","3","1","1","3","2","3","0.266309","0.708821"
"2","2","2","3","1","1","3","1","4","0.366185","0.765827"
"2","2","2","3","1","1","3","2","4","0.366185","0.708821"
"2","2","2","3","1","2","1","1","1","0.015771","0.331861"
"2","2","2","3","1","2","1","2","1","0.015771","0.233011"
"2","2","2","3","1","2","1","1","2","0.0389024","0.331861"
"2","2","2","3","1","2","1","2","2","0.0389024","0.233011"
"2","2","2","3","1","2","1","1","3","0.286389","0.331861"
"2","2","2","3","1","2","1","2","3","0.286389","0.233011"
"2","2","2","3","1","2","1","1","4","0.397779","0.331861"
"2","2","2","3","1","2","1","2","4","0.397779","0.233011"
"2","2","2","3","1","2","2","1","1","0.00851658","0.323757"
"2","2","2","3","1","2","2","2","1","0.00851658","0.227948"
"2","2","2","3","1","2","2","1","2","0.0210078","0.323757"
"2","2","2","3","1","2","2","2","2","0.0210079","0.227948"
"2","2","2","3","1","2","2","1","3","0.250235","0.323757"
"2","2","2","3","1","2","2","2","3","0.250235","0.227948"
"2","2","2","3","1","2","2","1","4","0.352312","0.323757"
"2","2","2","3","1","2","2","2","4","0.352312","0.227948"
"2","2","2","3","1","2","3","1","1","0.000155087","0.765827"
"2","2","2","3","1","2","3","2","1","0.000155087","0.708821"
"2","2","2","3","1","2","3","1","2","0.000382553","0.765827"
"2","2","2","3","1","2","3","2","2","0.000382553","0.708821"
"2","2","2","3","1","2","3","1","3","0.217565","0.765827"
"2","2","2","3","1","2","3","2","3","0.217565","0.708821"
"2","2","2","3","1","2","3","1","4","0.317911","0.765827"
"2","2","2","3","1","2","3","2","4","0.317911","0.708821"
"2","2","2","3","2","1","1","1","1","0.0921743","0.319931"
"2","2","2","3","2","1","1","2","1","0.0921743","0.231699"
"2","2","2","3","2","1","1","1","2","0.102101","0.319931"
"2","2","2","3","2","1","1","2","2","0.102101","0.231699"
"2","2","2","3","2","1","1","1","3","0.242284","0.319931"
"2","2","2","3","2","1","1","2","3","0.242284","0.231699"
"2","2","2","3","2","1","1","1","4","0.319595","0.319931"
"2","2","2","3","2","1","1","2","4","0.319595","0.231699"
"2","2","2","3","2","1","2","1","1","0.0656811","0.331936"
"2","2","2","3","2","1","2","2","1","0.0656811","0.245189"
"2","2","2","3","2","1","2","1","2","0.0727545","0.331936"
"2","2","2","3","2","1","2","2","2","0.0727545","0.245189"
"2","2","2","3","2","1","2","1","3","0.220545","0.331936"
"2","2","2","3","2","1","2","2","3","0.220545","0.245189"
"2","2","2","3","2","1","2","1","4","0.304377","0.331936"
"2","2","2","3","2","1","2","2","4","0.304377","0.245189"
"2","2","2","3","2","1","3","1","1","0.00155651","0.765495"
"2","2","2","3","2","1","3","2","1","0.00155651","0.708625"
"2","2","2","3","2","1","3","1","2","0.00172414","0.765495"
"2","2","2","3","2","1","3","2","2","0.00172414","0.708625"
"2","2","2","3","2","1","3","1","3","0.167927","0.765495"
"2","2","2","3","2","1","3","2","3","0.167927","0.708625"
"2","2","2","3","2","1","3","1","4","0.267544","0.765495"
"2","2","2","3","2","1","3","2","4","0.267544","0.708625"
"2","2","2","3","2","2","1","1","1","0.0283613","0.319931"
"2","2","2","3","2","2","1","2","1","0.0283613","0.231699"
"2","2","2","3","2","2","1","1","2","0.0699589","0.319931"
"2","2","2","3","2","2","1","2","2","0.0699589","0.231699"
"2","2","2","3","2","2","1","1","3","0.357822","0.319931"
"2","2","2","3","2","2","1","2","3","0.357821","0.231699"
"2","2","2","3","2","2","1","1","4","0.49406","0.319931"
"2","2","2","3","2","2","1","2","4","0.49406","0.231699"
"2","2","2","3","2","2","2","1","1","0.0202096","0.331936"
"2","2","2","3","2","2","2","2","1","0.0202096","0.245189"
"2","2","2","3","2","2","2","1","2","0.049851","0.331936"
"2","2","2","3","2","2","2","2","2","0.049851","0.245189"
"2","2","2","3","2","2","2","1","3","0.338799","0.331936"
"2","2","2","3","2","2","2","2","3","0.338799","0.245189"
"2","2","2","3","2","2","2","1","4","0.486178","0.331936"
"2","2","2","3","2","2","2","2","4","0.486178","0.245189"
"2","2","2","3","2","2","3","1","1","0.000478927","0.765495"
"2","2","2","3","2","2","3","2","1","0.000478927","0.708625"
"2","2","2","3","2","2","3","1","2","0.00118137","0.765495"
"2","2","2","3","2","2","3","2","2","0.00118137","0.708625"
"2","2","2","3","2","2","3","1","3","0.292755","0.765495"
"2","2","2","3","2","2","3","2","3","0.292755","0.708625"
"2","2","2","3","2","2","3","1","4","0.467101","0.765495"
"2","2","2","3","2","2","3","2","4","0.467101","0.708625"
"2","3","1","1","1","1","1","1","1","1","0.219975"
"2","3","1","1","1","1","1","2","1","1","0.309384"
"2","3","1","1","1","1","1","1","2","1","0.219975"
"2","3","1","1","1","1","1","2","2","1","0.309384"
"2","3","1","1","1","1","1","1","3","1","0.219975"
"2","3","1","1","1","1","1","2","3","1","0.309384"
"2","3","1","1","1","1","1","1","4","1","0.219975"
"2","3","1","1","1","1","1","2","4","1","0.309384"
"2","3","1","1","1","1","2","1","1","1","0.346155"
"2","3","1","1","1","1","2","2","1","1","0.426012"
"2","3","1","1","1","1","2","1","2","1","0.346155"
"2","3","1","1","1","1","2","2","2","1","0.426012"
"2","3","1","1","1","1","2","1","3","1","0.346155"
"2","3","1","1","1","1","2","2","3","1","0.426012"
"2","3","1","1","1","1","2","1","4","1","0.346155"
"2","3","1","1","1","1","2","2","4","1","0.426012"
"2","3","1","1","1","1","3","1","1","1","0.346155"
"2","3","1","1","1","1","3","2","1","1","0.426012"
"2","3","1","1","1","1","3","1","2","1","0.346155"
"2","3","1","1","1","1","3","2","2","1","0.426012"
"2","3","1","1","1","1","3","1","3","1","0.346155"
"2","3","1","1","1","1","3","2","3","1","0.426012"
"2","3","1","1","1","1","3","1","4","1","0.346155"
"2","3","1","1","1","1","3","2","4","1","0.426012"
"2","3","1","1","1","2","1","1","1","1","0.219975"
"2","3","1","1","1","2","1","2","1","1","0.309384"
"2","3","1","1","1","2","1","1","2","1","0.219975"
"2","3","1","1","1","2","1","2","2","1","0.309384"
"2","3","1","1","1","2","1","1","3","1","0.219975"
"2","3","1","1","1","2","1","2","3","1","0.309384"
"2","3","1","1","1","2","1","1","4","1","0.219975"
"2","3","1","1","1","2","1","2","4","1","0.309384"
"2","3","1","1","1","2","2","1","1","1","0.346155"
"2","3","1","1","1","2","2","2","1","1","0.426012"
"2","3","1","1","1","2","2","1","2","1","0.346155"
"2","3","1","1","1","2","2","2","2","1","0.426012"
"2","3","1","1","1","2","2","1","3","1","0.346155"
"2","3","1","1","1","2","2","2","3","1","0.426012"
"2","3","1","1","1","2","2","1","4","1","0.346155"
"2","3","1","1","1","2","2","2","4","1","0.426012"
"2","3","1","1","1","2","3","1","1","1","0.346155"
"2","3","1","1","1","2","3","2","1","1","0.426012"
"2","3","1","1","1","2","3","1","2","1","0.346155"
"2","3","1","1","1","2","3","2","2","1","0.426012"
"2","3","1","1","1","2","3","1","3","1","0.346155"
"2","3","1","1","1","2","3","2","3","1","0.426012"
"2","3","1","1","1","2","3","1","4","1","0.346155"
"2","3","1","1","1","2","3","2","4","1","0.426012"
"2","3","1","1","2","1","1","1","1","0.865284","0.222406"
"2","3","1","1","2","1","1","2","1","0.865284","0.290002"
"2","3","1","1","2","1","1","1","2","0.87521","0.222406"
"2","3","1","1","2","1","1","2","2","0.87521","0.290002"
"2","3","1","1","2","1","1","1","3","0.886555","0.222406"
"2","3","1","1","2","1","1","2","3","0.886555","0.290002"
"2","3","1","1","2","1","1","1","4","0.886555","0.222406"
