"soil_salinity","soil_pH","water_temperature","water_salinity","soil_nutrient","salt_tolerant_rice","Shrimp_stockiing_density","water_color_management","rice_color","probability_of_rice_faliure","probability_of_shrimp_faliure"
"1","3","1","1","1","1","2","2","1","0.741431","0.415092"
"1","3","1","1","1","1","2","1","2","0.760484","0.372421"
"1","3","1","1","1","1","2","2","2","0.760484","0.415092"
"1","3","1","1","1","1","2","1","3","0.782258","0.372421"
"1","3","1","1","1","1","2","2","3","0.782258","0.415092"
"1","3","1","1","1","1","2","1","4","0.782258","0.372421"
"1","3","1","1","1","1","2","2","4","0.782258","0.415092"
"1","3","1","1","1","1","3","1","1","0.991004","0.350281"
"1","3","1","1","1","1","3","2","1","0.991004","0.42886"
"1","3","1","1","1","1","3","1","2","0.991667","0.350281"
"1","3","1","1","1","1","3","2","2","0.991667","0.42886"
"1","3","1","1","1","1","3","1","3","0.992424","0.350281"
"1","3","1","1","1","1","3","2","3","0.992424","0.42886"
"1","3","1","1","1","1","3","1","4","0.992424","0.350281"
"1","3","1","1","1","1","3","2","4","0.992424","0.42886"
"1","3","1","1","1","2","1","1","1","0.5275","0.225426"
"1","3","1","1","1","2","1","2","1","0.5275","0.26292"
"1","3","1","1","1","2","1","1","2","0.626502","0.225426"
"1","3","1","1","1","2","1","2","2","0.626502","0.26292"
"1","3","1","1","1","2","1","1","3","0.775002","0.225426"
"1","3","1","1","1","2","1","2","3","0.775002","0.26292"
"1","3","1","1","1","2","1","1","4","0.77725","0.225426"
"1","3","1","1","1","2","1","2","4","0.77725","0.26292"
"1","3","1","1","1","2","2","1","1","0.618951","0.372421"
"1","3","1","1","1","2","2","2","1","0.618951","0.415092"
"1","3","1","1","1","2","2","1","2","0.698792","0.372421"
"1","3","1","1","1","2","2","2","2","0.698792","0.415092"
"1","3","1","1","1","2","2","1","3","0.81855","0.372421"
"1","3","1","1","1","2","2","2","3","0.81855","0.415092"
"1","3","1","1","1","2","2","1","4","0.820363","0.372421"
"1","3","1","1","1","2","2","2","4","0.820363","0.415092"
"1","3","1","1","1","2","3","1","1","0.986742","0.350281"
"1","3","1","1","1","2","3","2","1","0.986742","0.42886"
"1","3","1","1","1","2","3","1","2","0.98952","0.350281"
"1","3","1","1","1","2","3","2","2","0.98952","0.42886"
"1","3","1","1","1","2","3","1","3","0.993687","0.350281"
"1","3","1","1","1","2","3","2","3","0.993687","0.42886"
"1","3","1","1","1","2","3","1","4","0.99375","0.350281"
"1","3","1","1","1","2","3","2","4","0.99375","0.42886"
"1","3","1","1","2","1","1","1","1","0.40625","0.230363"
"1","3","1","1","2","1","1","2","1","0.40625","0.223633"
"1","3","1","1","2","1","1","1","2","0.45","0.230363"
"1","3","1","1","2","1","1","2","2","0.45","0.223633"
"1","3","1","1","2","1","1","1","3","0.5","0.230363"
"1","3","1","1","2","1","1","2","3","0.5","0.223633"
"1","3","1","1","2","1","1","1","4","0.5","0.230363"
"1","3","1","1","2","1","1","2","4","0.5","0.223633"
"1","3","1","1","2","1","2","1","1","0.40625","0.406884"
"1","3","1","1","2","1","2","2","1","0.40625","0.40135"
"1","3","1","1","2","1","2","1","2","0.45","0.406884"
"1","3","1","1","2","1","2","2","2","0.45","0.40135"
"1","3","1","1","2","1","2","1","3","0.5","0.406884"
"1","3","1","1","2","1","2","2","3","0.5","0.40135"
"1","3","1","1","2","1","2","1","4","0.5","0.406884"
"1","3","1","1","2","1","2","2","4","0.5","0.40135"
"1","3","1","1","2","1","3","1","1","0.40625","0.639248"
"1","3","1","1","2","1","3","2","1","0.40625","0.634722"
"1","3","1","1","2","1","3","1","2","0.45","0.639248"
"1","3","1","1","2","1","3","2","2","0.45","0.634722"
"1","3","1","1","2","1","3","1","3","0.5","0.639248"
"1","3","1","1","2","1","3","2","3","0.5","0.634722"
"1","3","1","1","2","1","3","1","4","0.5","0.639248"
"1","3","1","1","2","1","3","2","4","0.5","0.634722"
"1","3","1","1","2","2","1","1","1","0.125","0.230363"
"1","3","1","1","2","2","1","2","1","0.125","0.223633"
"1","3","1","1","2","2","1","1","2","0.308337","0.230363"
"1","3","1","1","2","2","1","2","2","0.308337","0.223633"
"1","3","1","1","2","2","1","1","3","0.583337","0.230363"
"1","3","1","1","2","2","1","2","3","0.583337","0.223633"
"1","3","1","1","2","2","1","1","4","0.5875","0.230363"
"1","3","1","1","2","2","1","2","4","0.5875","0.223633"
"1","3","1","1","2","2","2","1","1","0.125","0.406884"
"1","3","1","1","2","2","2","2","1","0.125","0.40135"
"1","3","1","1","2","2","2","1","2","0.308337","0.406884"
"1","3","1","1","2","2","2","2","2","0.308337","0.40135"
"1","3","1","1","2","2","2","1","3","0.583337","0.406884"
"1","3","1","1","2","2","2","2","3","0.583337","0.40135"
"1","3","1","1","2","2","2","1","4","0.5875","0.406884"
"1","3","1","1","2","2","2","2","4","0.5875","0.40135"
"1","3","1","1","2","2","3","1","1","0.125","0.639248"
"1","3","1","1","2","2","3","2","1","0.125","0.634722"
"1","3","1","1","2","2","3","1","2","0.308337","0.639248"
"1","3","1","1","2","2","3","2","2","0.308337","0.634722"
"1","3","1","1","2","2","3","1","3","0.583337","0.639248"
"1","3","1","1","2","2","3","2","3","0.583337","0.634722"
"1","3","1","1","2","2","3","1","4","0.5875","0.639248"
"1","3","1","1","2","2","3","2","4","0.5875","0.634722"
"1","3","1","2","1","1","1","1","1","0.644472","0.242107"
"1","3","1","2","1","1","1","2","1","0.644472","0.296902"
"1","3","1","2","1","1","1","1","2","0.691403","0.242107"
"1","3","1","2","1","1","1","2","2","0.691403","0.296902"
"1","3","1","2","1","1","1","1","3","0.923341","0.242107"
"1","3","1","2","1","1","1","2","3","0.923341","0.296902"
"1","3","1","2","1","1","1","1","4","0.877341","0.242107"
"1","3","1","2","1","1","1","2","4","0.877341","0.296902"
"1","3","1","2","1","1","2","1","1","0.563693","0.305157"
"1","3","1","2","1","1","2","2","1","0.563693","0.347532"
"1","3","1","2","1","1","2","1","2","0.621287","0.305157"
"1","3","1","2","1","1","2","2","2","0.621287","0.347532"
"1","3","1","2","1","1","2","1","3","0.905923","0.305157"
"1","3","1","2","1","1","2","2","3","0.905923","0.347532"
"1","3","1","2","1","1","2","1","4","0.849472","0.305157"
"1","3","1","2","1","1","2","2","4","0.849472","0.347532"
"1","3","1","2","1","1","3","1","1","0.238823","0.781425"
"1","3","1","2","1","1","3","2","1","0.238823","0.791256"
"1","3","1","2","1","1","3","1","2","0.339302","0.781425"
"1","3","1","2","1","1","3","2","2","0.339302","0.791256"
"1","3","1","2","1","1","3","1","3","0.835875","0.781425"
"1","3","1","2","1","1","3","2","3","0.835875","0.791256"
"1","3","1","2","1","1","3","1","4","0.73739","0.781425"
"1","3","1","2","1","1","3","2","4","0.73739","0.791256"
"1","3","1","2","1","2","1","1","1","0.593682","0.242107"
"1","3","1","2","1","2","1","2","1","0.593682","0.296902"
"1","3","1","2","1","2","1","1","2","0.647318","0.242107"
"1","3","1","2","1","2","1","2","2","0.647318","0.296902"
"1","3","1","2","1","2","1","1","3","0.961671","0.242107"
"1","3","1","2","1","2","1","2","3","0.961671","0.296902"
"1","3","1","2","1","2","1","1","4","0.938671","0.242107"
"1","3","1","2","1","2","1","2","4","0.938671","0.296902"
"1","3","1","2","1","2","2","1","1","0.501363","0.305157"
"1","3","1","2","1","2","2","2","1","0.501363","0.347532"
"1","3","1","2","1","2","2","1","2","0.567186","0.305157"
"1","3","1","2","1","2","2","2","2","0.567186","0.347532"
"1","3","1","2","1","2","2","1","3","0.952962","0.305157"
"1","3","1","2","1","2","2","2","3","0.952962","0.347532"
"1","3","1","2","1","2","2","1","4","0.924736","0.305157"
"1","3","1","2","1","2","2","2","4","0.924736","0.347532"
"1","3","1","2","1","2","3","1","1","0.130083","0.781425"
"1","3","1","2","1","2","3","2","1","0.130083","0.791256"
"1","3","1","2","1","2","3","1","2","0.244917","0.781425"
"1","3","1","2","1","2","3","2","2","0.244917","0.791256"
"1","3","1","2","1","2","3","1","3","0.917938","0.781425"
"1","3","1","2","1","2","3","2","3","0.917938","0.791256"
"1","3","1","2","1","2","3","1","4","0.868695","0.781425"
"1","3","1","2","1","2","3","2","4","0.868695","0.791256"
"1","3","1","2","2","1","1","1","1","1","0.21956"
"1","3","1","2","2","1","1","2","1","1","0.308969"
"1","3","1","2","2","1","1","1","2","1","0.21956"
"1","3","1","2","2","1","1","2","2","1","0.308969"
"1","3","1","2","2","1","1","1","3","1","0.21956"
"1","3","1","2","2","1","1","2","3","1","0.308969"
"1","3","1","2","2","1","1","1","4","1","0.21956"
"1","3","1","2","2","1","1","2","4","1","0.308969"
"1","3","1","2","2","1","2","1","1","1","0.345769"
"1","3","1","2","2","1","2","2","1","1","0.425627"
"1","3","1","2","2","1","2","1","2","1","0.345769"
"1","3","1","2","2","1","2","2","2","1","0.425627"
"1","3","1","2","2","1","2","1","3","1","0.345769"
"1","3","1","2","2","1","2","2","3","1","0.425627"
"1","3","1","2","2","1","2","1","4","1","0.345769"
"1","3","1","2","2","1","2","2","4","1","0.425627"
"1","3","1","2","2","1","3","1","1","1","0.345769"
"1","3","1","2","2","1","3","2","1","1","0.425627"
"1","3","1","2","2","1","3","1","2","1","0.345769"
"1","3","1","2","2","1","3","2","2","1","0.425627"
"1","3","1","2","2","1","3","1","3","1","0.345769"
"1","3","1","2","2","1","3","2","3","1","0.425627"
"1","3","1","2","2","1","3","1","4","1","0.345769"
"1","3","1","2","2","1","3","2","4","1","0.425627"
"1","3","1","2","2","2","1","1","1","1","0.21956"
"1","3","1","2","2","2","1","2","1","1","0.308969"
"1","3","1","2","2","2","1","1","2","1","0.21956"
"1","3","1","2","2","2","1","2","2","1","0.308969"
"1","3","1","2","2","2","1","1","3","1","0.21956"
"1","3","1","2","2","2","1","2","3","1","0.308969"
"1","3","1","2","2","2","1","1","4","1","0.21956"
"1","3","1","2","2","2","1","2","4","1","0.308969"
"1","3","1","2","2","2","2","1","1","1","0.345769"
"1","3","1","2","2","2","2","2","1","1","0.425627"
"1","3","1","2","2","2","2","1","2","1","0.345769"
"1","3","1","2","2","2","2","2","2","1","0.425627"
"1","3","1","2","2","2","2","1","3","1","0.345769"
"1","3","1","2","2","2","2","2","3","1","0.425627"
"1","3","1","2","2","2","2","1","4","1","0.345769"
"1","3","1","2","2","2","2","2","4","1","0.425627"
"1","3","1","2","2","2","3","1","1","1","0.345769"
"1","3","1","2","2","2","3","2","1","1","0.425627"
"1","3","1","2","2","2","3","1","2","1","0.345769"
"1","3","1","2","2","2","3","2","2","1","0.425627"
"1","3","1","2","2","2","3","1","3","1","0.345769"
"1","3","1","2","2","2","3","2","3","1","0.425627"
"1","3","1","2","2","2","3","1","4","1","0.345769"
"1","3","1","2","2","2","3","2","4","1","0.425627"
"1","3","1","3","1","1","1","1","1","0.219375","0.283643"
"1","3","1","3","1","1","1","2","1","0.219375","0.22842"
"1","3","1","3","1","1","1","1","2","0.243","0.283643"
"1","3","1","3","1","1","1","2","2","0.243","0.22842"
"1","3","1","3","1","1","1","1","3","0.346659","0.283643"
"1","3","1","3","1","1","1","2","3","0.346659","0.22842"
"1","3","1","3","1","1","1","1","4","0.392659","0.283643"
"1","3","1","3","1","1","1","2","4","0.392659","0.22842"
"1","3","1","3","1","1","2","1","1","0.176915","0.356585"
"1","3","1","3","1","1","2","2","1","0.176915","0.296363"
"1","3","1","3","1","1","2","1","2","0.195968","0.356585"
"1","3","1","3","1","1","2","2","2","0.195968","0.296363"
"1","3","1","3","1","1","2","1","3","0.311819","0.356585"
"1","3","1","3","1","1","2","2","3","0.311819","0.296363"
"1","3","1","3","1","1","2","1","4","0.36827","0.356585"
"1","3","1","3","1","1","2","2","4","0.36827","0.296363"
"1","3","1","3","1","1","3","1","1","0.00615531","0.764553"
"1","3","1","3","1","1","3","2","1","0.00615531","0.708277"
"1","3","1","3","1","1","3","1","2","0.00681818","0.764553"
"1","3","1","3","1","1","3","2","2","0.00681818","0.708277"
"1","3","1","3","1","1","3","1","3","0.171701","0.764553"
"1","3","1","3","1","1","3","2","3","0.171701","0.708277"
"1","3","1","3","1","1","3","1","4","0.270186","0.764553"
"1","3","1","3","1","1","3","2","4","0.270186","0.708277"
"1","3","1","3","1","2","1","1","1","0.0675","0.283643"
"1","3","1","3","1","2","1","2","1","0.0675","0.22842"
"1","3","1","3","1","2","1","1","2","0.166502","0.283643"
"1","3","1","3","1","2","1","2","2","0.166502","0.22842"
"1","3","1","3","1","2","1","1","3","0.449156","0.283643"
"1","3","1","3","1","2","1","2","3","0.449156","0.22842"
"1","3","1","3","1","2","1","1","4","0.531903","0.283643"
"1","3","1","3","1","2","1","2","4","0.531903","0.22842"
"1","3","1","3","1","2","2","1","1","0.0544355","0.356585"
"1","3","1","3","1","2","2","2","1","0.0544355","0.296363"
"1","3","1","3","1","2","2","1","2","0.134276","0.356585"
"1","3","1","3","1","2","2","2","2","0.134276","0.296363"
"1","3","1","3","1","2","2","1","3","0.418668","0.356585"
"1","3","1","3","1","2","2","2","3","0.418668","0.296363"
"1","3","1","3","1","2","2","1","4","0.519271","0.356585"
"1","3","1","3","1","2","2","2","4","0.519271","0.296363"
"1","3","1","3","1","2","3","1","1","0.00189394","0.764553"
"1","3","1","3","1","2","3","2","1","0.00189394","0.708277"
"1","3","1","3","1","2","3","1","2","0.00467178","0.764553"
"1","3","1","3","1","2","3","2","2","0.00467178","0.708277"
"1","3","1","3","1","2","3","1","3","0.296057","0.764553"
"1","3","1","3","1","2","3","2","3","0.296057","0.708277"
"1","3","1","3","1","2","3","1","4","0.468469","0.764553"
"1","3","1","3","1","2","3","2","4","0.468469","0.708277"
"1","3","1","3","2","1","1","1","1","0.40625","0.229137"
"1","3","1","3","2","1","1","2","1","0.40625","0.222407"
"1","3","1","3","2","1","1","1","2","0.45","0.229137"
"1","3","1","3","2","1","1","2","2","0.45","0.222407"
"1","3","1","3","2","1","1","1","3","0.5","0.229137"
"1","3","1","3","2","1","1","2","3","0.5","0.222407"
"1","3","1","3","2","1","1","1","4","0.5","0.229137"
"1","3","1","3","2","1","1","2","4","0.5","0.222407"
"1","3","1","3","2","1","2","1","1","0.40625","0.405876"
"1","3","1","3","2","1","2","2","1","0.40625","0.400342"
"1","3","1","3","2","1","2","1","2","0.45","0.405876"
"1","3","1","3","2","1","2","2","2","0.45","0.400342"
"1","3","1","3","2","1","2","1","3","0.5","0.405876"
"1","3","1","3","2","1","2","2","3","0.5","0.400342"
"1","3","1","3","2","1","2","1","4","0.5","0.405876"
"1","3","1","3","2","1","2","2","4","0.5","0.400342"
"1","3","1","3","2","1","3","1","1","0.40625","0.638424"
"1","3","1","3","2","1","3","2","1","0.40625","0.633897"
"1","3","1","3","2","1","3","1","2","0.45","0.638424"
"1","3","1","3","2","1","3","2","2","0.45","0.633897"
"1","3","1","3","2","1","3","1","3","0.5","0.638424"
"1","3","1","3","2","1","3","2","3","0.5","0.633897"
"1","3","1","3","2","1","3","1","4","0.5","0.638424"
"1","3","1","3","2","1","3","2","4","0.5","0.633897"
"1","3","1","3","2","2","1","1","1","0.125","0.229137"
"1","3","1","3","2","2","1","2","1","0.125","0.222407"
"1","3","1","3","2","2","1","1","2","0.308337","0.229137"
"1","3","1","3","2","2","1","2","2","0.308337","0.222407"
"1","3","1","3","2","2","1","1","3","0.583337","0.229137"
"1","3","1","3","2","2","1","2","3","0.583337","0.222407"
"1","3","1","3","2","2","1","1","4","0.5875","0.229137"
"1","3","1","3","2","2","1","2","4","0.5875","0.222407"
"1","3","1","3","2","2","2","1","1","0.125","0.405876"
"1","3","1","3","2","2","2","2","1","0.125","0.400342"
"1","3","1","3","2","2","2","1","2","0.308337","0.405876"
"1","3","1","3","2","2","2","2","2","0.308338","0.400342"
"1","3","1","3","2","2","2","1","3","0.583337","0.405876"
"1","3","1","3","2","2","2","2","3","0.583337","0.400342"
"1","3","1","3","2","2","2","1","4","0.5875","0.405876"
"1","3","1","3","2","2","2","2","4","0.5875","0.400342"
"1","3","1","3","2","2","3","1","1","0.125","0.638424"
"1","3","1","3","2","2","3","2","1","0.125","0.633897"
"1","3","1","3","2","2","3","1","2","0.308338","0.638424"
"1","3","1","3","2","2","3","2","2","0.308338","0.633897"
"1","3","1","3","2","2","3","1","3","0.583337","0.638424"
"1","3","1","3","2","2","3","2","3","0.583337","0.633897"
"1","3","1","3","2","2","3","1","4","0.5875","0.638424"
"1","3","1","3","2","2","3","2","4","0.5875","0.633897"
"1","3","2","1","1","1","1","1","1","0.679375","0.225389"
"1","3","2","1","1","1","1","2","1","0.679375","0.262883"
"1","3","2","1","1","1","1","1","2","0.703","0.225389"
"1","3","2","1","1","1","1","2","2","0.703","0.262883"
"1","3","2","1","1","1","1","1","3","0.73","0.225389"
"1","3","2","1","1","1","1","2","3","0.73","0.262883"
"1","3","2","1","1","1","1","1","4","0.73","0.225389"
"1","3","2","1","1","1","1","2","4","0.73","0.262883"
"1","3","2","1","1","1","2","1","1","0.741431","0.372388"
"1","3","2","1","1","1","2","2","1","0.741431","0.415059"
"1","3","2","1","1","1","2","1","2","0.760484","0.372388"
"1","3","2","1","1","1","2","2","2","0.760484","0.415059"
"1","3","2","1","1","1","2","1","3","0.782258","0.372388"
"1","3","2","1","1","1","2","2","3","0.782258","0.415059"
"1","3","2","1","1","1","2","1","4","0.782258","0.372388"
"1","3","2","1","1","1","2","2","4","0.782258","0.415059"
"1","3","2","1","1","1","3","1","1","0.991004","0.350246"
"1","3","2","1","1","1","3","2","1","0.991004","0.428825"
"1","3","2","1","1","1","3","1","2","0.991667","0.350246"
"1","3","2","1","1","1","3","2","2","0.991667","0.428825"
"1","3","2","1","1","1","3","1","3","0.992424","0.350246"
"1","3","2","1","1","1","3","2","3","0.992424","0.428825"
"1","3","2","1","1","1","3","1","4","0.992424","0.350246"
"1","3","2","1","1","1","3","2","4","0.992424","0.428825"
"1","3","2","1","1","2","1","1","1","0.5275","0.225389"
"1","3","2","1","1","2","1","2","1","0.5275","0.262883"
"1","3","2","1","1","2","1","1","2","0.626502","0.225389"
"1","3","2","1","1","2","1","2","2","0.626502","0.262883"
"1","3","2","1","1","2","1","1","3","0.775002","0.225389"
"1","3","2","1","1","2","1","2","3","0.775002","0.262883"
"1","3","2","1","1","2","1","1","4","0.77725","0.225389"
"1","3","2","1","1","2","1","2","4","0.77725","0.262883"
"1","3","2","1","1","2","2","1","1","0.618952","0.372388"
"1","3","2","1","1","2","2","2","1","0.618952","0.415059"
"1","3","2","1","1","2","2","1","2","0.698792","0.372388"
"1","3","2","1","1","2","2","2","2","0.698792","0.415059"
"1","3","2","1","1","2","2","1","3","0.81855","0.372388"
"1","3","2","1","1","2","2","2","3","0.81855","0.415059"
"1","3","2","1","1","2","2","1","4","0.820363","0.372388"
"1","3","2","1","1","2","2","2","4","0.820363","0.415059"
"1","3","2","1","1","2","3","1","1","0.986742","0.350246"
"1","3","2","1","1","2","3","2","1","0.986742","0.428825"
"1","3","2","1","1","2","3","1","2","0.98952","0.350246"
"1","3","2","1","1","2","3","2","2","0.98952","0.428825"
"1","3","2","1","1","2","3","1","3","0.993687","0.350246"
"1","3","2","1","1","2","3","2","3","0.993687","0.428825"
"1","3","2","1","1","2","3","1","4","0.99375","0.350246"
"1","3","2","1","1","2","3","2","4","0.99375","0.428825"
"1","3","2","1","2","1","1","1","1","0.40625","0.230327"
"1","3","2","1","2","1","1","2","1","0.40625","0.223597"
"1","3","2","1","2","1","1","1","2","0.45","0.230327"
"1","3","2","1","2","1","1","2","2","0.45","0.223597"
"1","3","2","1","2","1","1","1","3","0.5","0.230327"
"1","3","2","1","2","1","1","2","3","0.5","0.223597"
"1","3","2","1","2","1","1","1","4","0.5","0.230327"
"1","3","2","1","2","1","1","2","4","0.5","0.223597"
"1","3","2","1","2","1","2","1","1","0.40625","0.406854"
"1","3","2","1","2","1","2","2","1","0.40625","0.40132"
"1","3","2","1","2","1","2","1","2","0.45","0.406854"
"1","3","2","1","2","1","2","2","2","0.45","0.40132"
"1","3","2","1","2","1","2","1","3","0.5","0.406854"
"1","3","2","1","2","1","2","2","3","0.5","0.40132"
"1","3","2","1","2","1","2","1","4","0.5","0.406854"
"1","3","2","1","2","1","2","2","4","0.5","0.40132"
"1","3","2","1","2","1","3","1","1","0.40625","0.639224"
"1","3","2","1","2","1","3","2","1","0.40625","0.634697"
"1","3","2","1","2","1","3","1","2","0.45","0.639224"
"1","3","2","1","2","1","3","2","2","0.45","0.634697"
"1","3","2","1","2","1","3","1","3","0.5","0.639224"
"1","3","2","1","2","1","3","2","3","0.5","0.634697"
"1","3","2","1","2","1","3","1","4","0.5","0.639224"
"1","3","2","1","2","1","3","2","4","0.5","0.634697"
"1","3","2","1","2","2","1","1","1","0.125","0.230327"
"1","3","2","1","2","2","1","2","1","0.125","0.223597"
"1","3","2","1","2","2","1","1","2","0.308337","0.230327"
"1","3","2","1","2","2","1","2","2","0.308337","0.223597"
"1","3","2","1","2","2","1","1","3","0.583337","0.230327"
"1","3","2","1","2","2","1","2","3","0.583337","0.223597"
"1","3","2","1","2","2","1","1","4","0.5875","0.230327"
"1","3","2","1","2","2","1","2","4","0.5875","0.223597"
"1","3","2","1","2","2","2","1","1","0.125","0.406854"
"1","3","2","1","2","2","2","2","1","0.125","0.40132"
"1","3","2","1","2","2","2","1","2","0.308337","0.406854"
"1","3","2","1","2","2","2","2","2","0.308338","0.40132"
"1","3","2","1","2","2","2","1","3","0.583337","0.406854"
"1","3","2","1","2","2","2","2","3","0.583337","0.40132"
"1","3","2","1","2","2","2","1","4","0.5875","0.406854"
"1","3","2","1","2","2","2","2","4","0.5875","0.40132"
"1","3","2","1","2","2","3","1","1","0.125","0.639224"
"1","3","2","1","2","2","3","2","1","0.125","0.634697"
"1","3","2","1","2","2","3","1","2","0.308337","0.639224"
"1","3","2","1","2","2","3","2","2","0.308338","0.634697"
"1","3","2","1","2","2","3","1","3","0.583337","0.639224"
"1","3","2","1","2","2","3","2","3","0.583337","0.634697"
"1","3","2","1","2","2","3","1","4","0.5875","0.639224"
"1","3","2","1","2","2","3","2","4","0.5875","0.634697"
"1","3","2","2","1","1","1","1","1","0.644472","0.242094"
"1","3","2","2","1","1","1","2","1","0.644472","0.29689"
"1","3","2","2","1","1","1","1","2","0.691403","0.242094"
"1","3","2","2","1","1","1","2","2","0.691403","0.29689"
"1","3","2","2","1","1","1","1","3","0.923341","0.242094"
"1","3","2","2","1","1","1","2","3","0.923341","0.29689"
"1","3","2","2","1","1","1","1","4","0.877341","0.242094"
"1","3","2","2","1","1","1","2","4","0.877341","0.29689"
"1","3","2","2","1","1","2","1","1","0.563693","0.305145"
"1","3","2","2","1","1","2","2","1","0.563693","0.34752"
"1","3","2","2","1","1","2","1","2","0.621287","0.305145"
"1","3","2","2","1","1","2","2","2","0.621287","0.34752"
"1","3","2","2","1","1","2","1","3","0.905923","0.305145"
"1","3","2","2","1","1","2","2","3","0.905923","0.34752"
"1","3","2","2","1","1","2","1","4","0.849472","0.305145"
"1","3","2","2","1","1","2","2","4","0.849472","0.34752"
"1","3","2","2","1","1","3","1","1","0.238823","0.781417"
"1","3","2","2","1","1","3","2","1","0.238823","0.791248"
"1","3","2","2","1","1","3","1","2","0.339302","0.781417"
"1","3","2","2","1","1","3","2","2","0.339302","0.791248"
"1","3","2","2","1","1","3","1","3","0.835875","0.781417"
"1","3","2","2","1","1","3","2","3","0.835875","0.791248"
"1","3","2","2","1","1","3","1","4","0.73739","0.781417"
"1","3","2","2","1","1","3","2","4","0.73739","0.791248"
"1","3","2","2","1","2","1","1","1","0.593682","0.242094"
"1","3","2","2","1","2","1","2","1","0.593682","0.29689"
"1","3","2","2","1","2","1","1","2","0.647318","0.242094"
"1","3","2","2","1","2","1","2","2","0.647318","0.29689"
"1","3","2","2","1","2","1","1","3","0.961671","0.242094"
"1","3","2","2","1","2","1","2","3","0.961671","0.29689"
"1","3","2","2","1","2","1","1","4","0.938671","0.242094"
"1","3","2","2","1","2","1","2","4","0.938671","0.29689"
"1","3","2","2","1","2","2","1","1","0.501363","0.305145"
"1","3","2","2","1","2","2","2","1","0.501363","0.34752"
"1","3","2","2","1","2","2","1","2","0.567186","0.305145"
"1","3","2","2","1","2","2","2","2","0.567186","0.34752"
"1","3","2","2","1","2","2","1","3","0.952962","0.305145"
"1","3","2","2","1","2","2","2","3","0.952962","0.34752"
"1","3","2","2","1","2","2","1","4","0.924736","0.305145"
"1","3","2","2","1","2","2","2","4","0.924736","0.34752"
"1","3","2","2","1","2","3","1","1","0.130083","0.781417"
"1","3","2","2","1","2","3","2","1","0.130083","0.791248"
"1","3","2","2","1","2","3","1","2","0.244917","0.781417"
"1","3","2","2","1","2","3","2","2","0.244917","0.791248"
"1","3","2","2","1","2","3","1","3","0.917938","0.781417"
"1","3","2","2","1","2","3","2","3","0.917938","0.791248"
"1","3","2","2","1","2","3","1","4","0.868695","0.781417"
"1","3","2","2","1","2","3","2","4","0.868695","0.791248"
"1","3","2","2","2","1","1","1","1","1","0.219547"
"1","3","2","2","2","1","1","2","1","1","0.308956"
"1","3","2","2","2","1","1","1","2","1","0.219547"
"1","3","2","2","2","1","1","2","2","1","0.308956"
"1","3","2","2","2","1","1","1","3","1","0.219547"
"1","3","2","2","2","1","1","2","3","1","0.308956"
"1","3","2","2","2","1","1","1","4","1","0.219547"
"1","3","2","2","2","1","1","2","4","1","0.308956"
"1","3","2","2","2","1","2","1","1","1","0.345757"
"1","3","2","2","2","1","2","2","1","1","0.425615"
"1","3","2","2","2","1","2","1","2","1","0.345757"
"1","3","2","2","2","1","2","2","2","1","0.425615"
"1","3","2","2","2","1","2","1","3","1","0.345757"
"1","3","2","2","2","1","2","2","3","1","0.425615"
"1","3","2","2","2","1","2","1","4","1","0.345757"
"1","3","2","2","2","1","2","2","4","1","0.425615"
"1","3","2","2","2","1","3","1","1","1","0.345757"
"1","3","2","2","2","1","3","2","1","1","0.425615"
"1","3","2","2","2","1","3","1","2","1","0.345757"
"1","3","2","2","2","1","3","2","2","1","0.425615"
"1","3","2","2","2","1","3","1","3","1","0.345757"
"1","3","2","2","2","1","3","2","3","1","0.425615"
"1","3","2","2","2","1","3","1","4","1","0.345757"
"1","3","2","2","2","1","3","2","4","1","0.425615"
"1","3","2","2","2","2","1","1","1","1","0.219547"
"1","3","2","2","2","2","1","2","1","1","0.308956"
"1","3","2","2","2","2","1","1","2","1","0.219547"
"1","3","2","2","2","2","1","2","2","1","0.308956"
"1","3","2","2","2","2","1","1","3","1","0.219547"
"1","3","2","2","2","2","1","2","3","1","0.308956"
"1","3","2","2","2","2","1","1","4","1","0.219547"
"1","3","2","2","2","2","1","2","4","1","0.308956"
"1","3","2","2","2","2","2","1","1","1","0.345757"
"1","3","2","2","2","2","2","2","1","1","0.425615"
"1","3","2","2","2","2","2","1","2","1","0.345757"
"1","3","2","2","2","2","2","2","2","1","0.425615"
"1","3","2","2","2","2","2","1","3","1","0.345757"
"1","3","2","2","2","2","2","2","3","1","0.425615"
"1","3","2","2","2","2","2","1","4","1","0.345757"
"1","3","2","2","2","2","2","2","4","1","0.425615"
"1","3","2","2","2","2","3","1","1","1","0.345757"
"1","3","2","2","2","2","3","2","1","1","0.425615"
"1","3","2","2","2","2","3","1","2","1","0.345757"
"1","3","2","2","2","2","3","2","2","1","0.425615"
"1","3","2","2","2","2","3","1","3","1","0.345757"
"1","3","2","2","2","2","3","2","3","1","0.425615"
"1","3","2","2","2","2","3","1","4","1","0.345757"
"1","3","2","2","2","2","3","2","4","1","0.425615"
"1","3","2","3","1","1","1","1","1","0.219375","0.282837"
"1","3","2","3","1","1","1","2","1","0.219375","0.227613"
"1","3","2","3","1","1","1","1","2","0.243","0.282837"
"1","3","2","3","1","1","1","2","2","0.243","0.227613"
